file,globl,bss,_dead,space,_wined,section,linkonce,align,def,__ZN8E_Bullet4showEv,pushl,movl,subl,call,leal,addl,popl,ret,__ZN8E_Bullet3delEv,__ZN8E_Bullet4moveEv,__ZN6Bullet4showEv,__ZN6Bullet3delEv,__ZN6Bullet4moveEv,__ZN4Boss4showEv,__ZN4Boss3delEv,__ZN4Boss4fireER8E_Bullet,movb,nop,leave,__ZN4Boss4moveEv,movzbl,testb,je,L19,xorl,L20,cmpl,jle,L21,jg,L23,__ZN4Boss4hurtEv,sall,testl,L26,__ZN4TankC1Eii,__ZN4Tank4showEv,__ZN4Tank3delEv,__ZN4Tank4fireER6Bullet,__ZN4Tank4hurtEv,L35,__ZN6BulletC1Ev,__ZN4BossC1Ev,__ZN8E_BulletC1Ev,LC0,ascii,LC1,LC2,LC3,LC4,LC5,text,_main,andl,L41,js,jmp,L40,L43,L42,L92,jne,shrw,L46,L47,L45,L49,L50,L48,L56,L53,L54,L55,L51,L62,L59,L60,L61,L57,L64,L65,L63,L67,L68,L66,L74,L70,L71,L73,jl,jge,L72,L69,setg,L78,L77,L76,L75,L84,L80,L81,L83,L82,L79,L86,L85,L89,L88,L44,L93,L94,ident,version,L90,L87,L91,jns,L52,L58,L95,__ZStL19piecewise_construct,lcomm,_board,_o,__Z4initv,L5,L4,L3,L2,L7,L6,L9,L8,__Z7displayv,L14,L13,movsbl,L12,L11,LC6,LC7,LC8,LC9,LC10,__Z5placeb,L16,cmpb,L17,L18,L22,L25,L27,LLSDA1495,byte,uleb128,LLSDACSB1495,LLSDACSE1495,__Z7computev,L34,L33,L31,L32,L30,L29,L39,L38,L37,L36,LC11,LC12,LC13,LC14,LC15,LC16,LC17,LC18,sete,___tcf_0,__Z41__static_initialization_and_destruction_0ii,__GLOBAL__sub_I_board,long,LLSDA1503,LLSDACSB1503,LLSDACSE1503,LLSDA1532,LLSDACSB1532,LLSDACSE1532,LLSDA1556,LLSDACSB1556,LLSDACSE1556,LLSDA1563,LLSDACSB1563,LLSDACSE1563,LLSDA1567,LLSDACSB1567,LLSDACSE1567,LLSDA1616,LLSDACSB1616,LLSDACSE1616,LLSDA1613,LLSDACSB1613,LLSDACSE1613,LLSDA1802,LLSDACSB1802,LLSDACSE1802,LLSDA1804,LLSDACSB1804,LLSDACSE1804,LLSDA1837,LLSDACSB1837,LLSDACSE1837,LLSDA2069,LLSDACSB2069,LLSDACSE2069,__ZNSt8__detail30__integer_to_chars_is_unsignedIjEE,__ZNSt8__detail30__integer_to_chars_is_unsignedImEE,__ZNSt8__detail30__integer_to_chars_is_unsignedIyEE
1,22,1,1.0,2,1.0,20,19.0,20,32,1.0,50,704,88,145,126,66,40,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20,9,9,1.0,12,30,28,1,4.0,1,33,15,1,12,1,1.0,43,4,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,6,1,1,1,1,1,1,1,1,1,2.0,22,1,1,1,1.0,2,6.0,1,1,1,1.0,1,1,1.0,1,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,22,1,1.0,2,1.0,20,19.0,20,32,1.0,50,704,88,145,126,66,40,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20,9,9,1.0,12,30,28,1,4.0,1,33,15,1,12,1,1.0,43,4,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,6,1,1,1,1,1,1,1,1,1,2.0,22,1,1,1,1.0,2,6.0,1,1,1,1.0,1,1,1.0,1,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,22,1,1.0,2,1.0,20,19.0,20,32,1.0,50,704,88,145,126,66,40,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20,9,9,1.0,12,30,28,1,4.0,1,33,15,1,12,1,1.0,43,4,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,6,1,1,1,1,1,1,1,1,1,2.0,22,1,1,1,1.0,2,6.0,1,1,1,1.0,1,1,1.0,1,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,22,1,1.0,2,1.0,20,19.0,20,32,1.0,50,704,88,145,126,66,40,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20,9,9,1.0,12,30,28,1,4.0,1,33,15,1,12,1,1.0,43,4,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,6,1,1,1,1,1,1,1,1,1,2.0,22,1,1,1,1.0,2,6.0,1,1,1,1.0,1,1,1.0,1,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,22,1,1.0,2,1.0,20,19.0,20,32,1.0,50,704,88,145,126,66,40,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20,9,9,1.0,12,30,28,1,4.0,1,33,15,1,12,1,1.0,43,4,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,6,1,1,1,1,1,1,1,1,1,2.0,22,1,1,1,1.0,2,6.0,1,1,1,1.0,1,1,1.0,1,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,22,1,1.0,2,1.0,20,19.0,20,32,1.0,50,704,88,145,126,66,40,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20,9,9,1.0,12,30,28,1,4.0,1,33,15,1,12,1,1.0,43,4,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,6,1,1,1,1,1,2,1,1,1,2.0,22,1,1,1,1.0,2,6.0,1,1,1,1.0,1,1,1.0,1,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,22,1,1.0,2,1.0,20,19.0,20,32,1.0,50,704,88,145,126,66,40,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20,9,9,1.0,12,30,28,1,4.0,1,33,12,1,15,1,1.0,43,4,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,6,1,1,1,1,1,2,1,1,1,2.0,22,1,1,1,1.0,2,6.0,1,1,1,1.0,1,1,1.0,1,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,22,1,1.0,2,1.0,20,19.0,20,32,1.0,50,704,88,145,126,66,40,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20,9,9,1.0,12,30,28,1,4.0,1,33,12,1,15,1,1.0,43,4,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,6,1,1,1,1,1,2,1,1,1,2.0,22,1,1,1,1.0,2,6.0,1,1,1,1.0,1,1,1.0,1,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,22,1,1.0,2,1.0,20,19.0,20,32,1.0,50,686,88,145,126,66,40,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20,9,9,1.0,21,21,19,1,0.0,1,38,12,1,15,1,1.0,43,8,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,6,1,1,1,1,1,2,1,1,1,2.0,22,1,1,1,1.0,11,6.0,1,1,1,1.0,1,1,1.0,1,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,0.0,0.0,1,09,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
